2026-04-29 11:33:47,401	DROP	160190	하이젠알앤엠	trend_gate
2026-04-29 11:33:47,781	DROP	137400	피엔티	volume_drought_gate
2026-04-29 11:33:48,188	DROP	003240	태광산업	liquidity_gate:KOSPI
2026-04-29 11:33:48,543	DROP	490470	세미파이브	insufficient_rows:82
2026-04-29 11:33:48,929	DROP	003090	대웅	trend_gate
2026-04-29 11:33:49,291	DROP	082640	동양생명	trend_gate
2026-04-29 11:33:54,352	DROP	096530	씨젠	trend_gate
2026-04-29 11:33:54,687	DROP	456160	지투지바이오	insufficient_rows:172
2026-04-29 11:33:55,026	DROP	0011T0	채비	insufficient_rows:1
2026-04-29 11:33:55,402	DROP	192080	더블유게임즈	trend_gate
2026-04-29 11:33:55,737	DROP	420770	기가비스	volume_drought_gate
2026-04-29 11:33:56,078	DROP	466100	클로봇	trend_gate
2026-04-29 11:33:56,438	DROP	300720	한일시멘트	trend_gate
2026-04-29 11:33:56,821	DROP	001740	SK네트웍스	liquidity_gate:KOSPI
2026-04-29 11:33:57,187	DROP	195870	해성디에스	volume_drought_gate
2026-04-29 11:33:57,561	DROP	014620	성광벤드	volume_drought_gate
2026-04-29 11:33:57,896	DROP	456040	OCI	volume_drought_gate
2026-04-29 11:33:58,269	DROP	007390	네이처셀	trend_gate
2026-04-29 11:33:58,641	DROP	126340	비나텍	trend_gate
2026-04-29 11:33:59,013	DROP	124500	아이티센글로벌	trend_gate
2026-04-29 11:33:59,366	DROP	376900	로킷헬스케어	trend_gate
2026-04-29 11:34:04,455	DROP	000670	영풍	liquidity_gate:KOSPI
2026-04-29 11:34:04,860	DROP	281820	케이씨텍	liquidity_gate:KOSPI
2026-04-29 11:34:05,221	DROP	298050	HS효성첨단소재	trend_gate
2026-04-29 11:34:05,597	DROP	023160	태광	volume_drought_gate
2026-04-29 11:34:05,967	DROP	035760	CJ ENM	trend_gate
2026-04-29 11:34:06,335	DROP	415640	KB발해인프라	trend_gate
2026-04-29 11:34:06,718	DROP	001510	SK증권	volume_drought_gate
2026-04-29 11:34:07,089	DROP	089860	롯데렌탈	liquidity_gate:KOSPI
2026-04-29 11:34:07,554	DROP	000080	하이트진로	trend_gate
2026-04-29 11:34:07,949	DROP	185750	종근당	trend_gate
2026-04-29 11:34:08,362	DROP	005690	파미셀	volume_drought_gate
2026-04-29 11:34:08,753	DROP	090460	비에이치	volume_drought_gate
2026-04-29 11:34:09,135	DROP	388720	유일로보틱스	trend_gate
2026-04-29 11:34:14,291	DROP	075580	세진중공업	liquidity_gate:KOSPI
2026-04-29 11:34:19,387	DROP	006650	대한유화	volume_drought_gate
2026-04-29 11:34:19,768	DROP	161580	필옵틱스	trend_gate
2026-04-29 11:34:20,144	DROP	328130	루닛	trend_gate
2026-04-29 11:34:25,185	DROP	499790	GS피앤엘	trend_gate
2026-04-29 11:34:25,603	DROP	056190	에스에프에이	trend_gate
2026-04-29 11:34:26,008	DROP	204270	제이앤티씨	trend_gate
2026-04-29 11:34:26,401	DROP	280360	롯데웰푸드	trend_gate
2026-04-29 11:34:26,792	DROP	005300	롯데칠성	trend_gate
2026-04-29 11:34:27,166	DROP	082270	젬백스	trend_gate
2026-04-29 11:34:27,547	DROP	086450	동국제약	trend_gate
2026-04-29 11:34:27,919	DROP	293490	카카오게임즈	trend_gate
2026-04-29 11:34:28,240	DROP	484870	엠앤씨솔루션	trend_gate
2026-04-29 11:34:28,624	DROP	003470	유안타증권	trend_gate
2026-04-29 11:34:29,013	DROP	078160	메디포스트	volume_drought_gate
2026-04-29 11:34:29,371	DROP	295310	에이치브이엠	trend_gate
2026-04-29 11:34:34,439	DROP	121600	나노신소재	volume_drought_gate
2026-04-29 11:34:34,799	DROP	253450	스튜디오드래곤	trend_gate
2026-04-29 11:34:35,186	DROP	033240	자화전자	liquidity_gate:KOSPI
2026-04-29 11:34:35,560	DROP	192400	쿠쿠홀딩스	trend_gate
2026-04-29 11:34:35,932	DROP	171090	선익시스템	trend_gate
2026-04-29 11:34:36,308	DROP	009450	경동나비엔	trend_gate
2026-04-29 11:34:36,675	DROP	336370	솔루스첨단소재	volume_drought_gate
2026-04-29 11:34:37,016	DROP	358570	지아이이노베이션	trend_gate
2026-04-29 11:34:37,397	DROP	036530	SNT홀딩스	liquidity_gate:KOSPI
2026-04-29 11:34:37,751	DROP	285130	SK케미칼	trend_gate
2026-04-29 11:34:38,114	DROP	348370	엔켐	trend_gate
2026-04-29 11:34:38,510	DROP	137310	에스디바이오센서	trend_gate
2026-04-29 11:34:38,928	DROP	057050	현대홈쇼핑	trend_gate
2026-04-29 11:34:39,307	DROP	074600	원익QnC	volume_drought_gate
2026-04-29 11:34:39,693	DROP	003030	세아제강지주	volume_drought_gate
2026-04-29 11:34:40,063	DROP	174900	앱클론	trend_gate
2026-04-29 11:34:40,456	DROP	122870	와이지엔터테인먼트	trend_gate
2026-04-29 11:34:40,826	DROP	056080	유진로봇	trend_gate
2026-04-29 11:34:41,209	DROP	009240	한샘	trend_gate
2026-04-29 11:34:41,653	DROP	033100	제룡전기	volume_drought_gate
2026-04-29 11:34:42,052	DROP	006120	SK디스커버리	trend_gate
2026-04-29 11:34:42,442	DROP	108320	LX세미콘	trend_gate
2026-04-29 11:34:42,809	DROP	050890	쏠리드	trend_gate
2026-04-29 11:34:43,149	DROP	476060	온코닉테라퓨틱스	trend_gate
2026-04-29 11:34:43,560	DROP	094170	동운아나텍	volume_drought_gate
2026-04-29 11:34:43,897	DROP	372320	큐로셀	volume_drought_gate
2026-04-29 11:34:44,284	DROP	006730	서부T&D	trend_gate
2026-04-29 11:34:44,687	DROP	003160	디아이	trend_gate
2026-04-29 11:34:45,064	DROP	064960	SNT모티브	trend_gate
2026-04-29 11:34:50,107	DROP	006340	대원전선	volume_drought_gate
2026-04-29 11:34:50,477	DROP	365340	성일하이텍	volume_drought_gate
2026-04-29 11:34:50,845	DROP	248070	솔루엠	liquidity_gate:KOSPI
2026-04-29 11:34:55,925	DROP	030190	NICE평가정보	trend_gate
2026-04-29 11:35:00,985	DROP	004490	세방전지	trend_gate
2026-04-29 11:35:01,398	DROP	025540	한국단자	liquidity_gate:KOSPI
2026-04-29 11:35:01,796	DROP	032190	다우데이타	trend_gate
2026-04-29 11:35:02,135	DROP	496320	본시스템즈	insufficient_rows:156
2026-04-29 11:35:02,521	DROP	071320	지역난방공사	trend_gate
2026-04-29 11:35:02,898	DROP	002020	코오롱	liquidity_gate:KOSPI
2026-04-29 11:35:03,303	DROP	009520	포스코엠텍	volume_drought_gate
2026-04-29 11:35:03,729	DROP	010780	아이에스동서	trend_gate
2026-04-29 11:35:04,137	DROP	053610	프로텍	liquidity_gate:KOSDAQ
